                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                0.66119,                0.41746,                0.85063,                 0.7652,                0.55649,                0.62443,                0.47391,                0.59499,                0.37127,                0.82464,              0.0074543,              0.0074543,              0.0074543
                     57,                0.66193,                0.41802,                0.85112,                0.76829,                0.55693,                0.62686,                0.47487,                0.59393,                  0.371,                0.82473,              0.0074071,              0.0074071,              0.0074071
                     58,                 0.6568,                0.41447,                0.84985,                0.75118,                0.56245,                0.61241,                0.45954,                0.59308,                0.36991,                0.82438,                0.00736,                0.00736,                0.00736
                     59,                0.65599,                0.41383,                0.84881,                0.72456,                0.56873,                0.61492,                0.46237,                0.59305,                0.36807,                0.82426,              0.0073129,              0.0073129,              0.0073129
                     60,                  0.658,                0.41379,                0.85051,                0.77369,                0.56161,                0.63385,                0.47406,                0.59315,                 0.3677,                0.82437,              0.0072657,              0.0072657,              0.0072657
                     61,                0.65514,                0.41258,                0.84887,                 0.7901,                0.55716,                0.63195,                0.47349,                0.59186,                0.36667,                0.82449,              0.0072186,              0.0072186,              0.0072186
                     62,                0.65172,                0.41033,                0.84875,                0.77977,                0.55039,                0.62928,                0.47593,                0.59125,                 0.3663,                0.82414,              0.0071714,              0.0071714,              0.0071714
                     63,                0.65199,                0.41033,                0.84714,                 0.7865,                0.55236,                0.62833,                0.47468,                0.59087,                0.36582,                0.82442,              0.0071243,              0.0071243,              0.0071243
                     64,                0.65167,                0.41058,                0.84664,                 0.7717,                0.56049,                0.62737,                0.47558,                0.59108,                0.36563,                0.82498,              0.0070771,              0.0070771,              0.0070771
                     65,                0.64899,                0.40779,                0.84708,                0.78139,                0.55621,                0.62601,                0.47587,                0.59055,                0.36489,                0.82471,                0.00703,                0.00703,                0.00703
                     66,                0.64801,                0.40723,                0.84686,                0.77757,                0.56058,                0.62514,                0.47685,                 0.5904,                 0.3647,                0.82466,              0.0069829,              0.0069829,              0.0069829
                     67,                0.64605,                0.40612,                 0.8452,                0.77579,                0.56108,                0.62365,                0.47484,                0.58975,                0.36407,                0.82443,              0.0069357,              0.0069357,              0.0069357
                     68,                0.64747,                0.40533,                0.84506,                0.77978,                0.56039,                 0.6267,                0.47675,                0.58913,                0.36335,                0.82445,              0.0068886,              0.0068886,              0.0068886
                     69,                0.64606,                0.40573,                0.84582,                0.86498,                0.53317,                0.62686,                0.47588,                0.58778,                0.36281,                0.82423,              0.0068414,              0.0068414,              0.0068414
                     70,                0.64806,                0.40698,                0.84673,                0.87164,                0.53439,                0.62727,                0.47693,                0.58749,                 0.3626,                0.82402,              0.0067943,              0.0067943,              0.0067943
                     71,                0.64298,                0.40283,                0.84486,                0.75935,                0.56743,                0.62857,                0.47828,                0.58707,                0.36218,                 0.8238,              0.0067471,              0.0067471,              0.0067471
                     72,                0.64285,                0.40267,                0.84462,                0.87515,                0.53338,                 0.6276,                0.48067,                  0.587,                0.36162,                0.82383,                 0.0067,                 0.0067,                 0.0067
                     73,                0.64325,                0.40243,                0.84527,                 0.8677,                0.53458,                0.62996,                0.48217,                0.58632,                0.36118,                 0.8237,              0.0066529,              0.0066529,              0.0066529
                     74,                0.63898,                0.40076,                0.84407,                0.73585,                0.58068,                0.63329,                 0.4847,                  0.586,                 0.3612,                0.82363,              0.0066057,              0.0066057,              0.0066057
                     75,                 0.6407,                0.40094,                0.84354,                0.73365,                0.58397,                 0.6333,                0.48723,                0.58566,                0.36092,                0.82351,              0.0065586,              0.0065586,              0.0065586
                     76,                0.63754,                0.39867,                0.84363,                0.72756,                0.58151,                0.63331,                0.48801,                0.58501,                0.36065,                0.82321,              0.0065114,              0.0065114,              0.0065114
                     77,                0.63355,                0.39625,                0.84376,                0.73273,                0.58059,                0.63272,                0.48762,                0.58418,                0.36046,                0.82305,              0.0064643,              0.0064643,              0.0064643
                     78,                0.63401,                0.39725,                0.84309,                0.73472,                0.58089,                0.63299,                0.48848,                0.58361,                0.36008,                0.82297,              0.0064171,              0.0064171,              0.0064171
                     79,                0.63434,                0.39674,                0.84419,                0.73729,                0.57745,                0.63323,                0.48894,                0.58317,                 0.3597,                0.82289,                0.00637,                0.00637,                0.00637
                     80,                0.63563,                0.39737,                0.84286,                0.74895,                0.57569,                0.63369,                0.48852,                0.58299,                0.35936,                0.82313,              0.0063229,              0.0063229,              0.0063229
                     81,                0.63795,                0.39753,                0.84378,                  0.748,                0.57479,                0.63412,                0.48918,                0.58277,                0.35902,                0.82312,              0.0062757,              0.0062757,              0.0062757
                     82,                0.63154,                0.39352,                0.84203,                0.74391,                0.57463,                 0.6351,                0.48826,                0.58256,                0.35875,                0.82308,              0.0062286,              0.0062286,              0.0062286
                     83,                 0.6284,                0.39178,                0.84164,                0.74258,                 0.5743,                0.63516,                0.48752,                0.58243,                0.35869,                0.82306,              0.0061814,              0.0061814,              0.0061814
                     84,                0.63187,                0.39314,                0.84232,                0.75921,                0.56714,                0.63489,                0.48817,                0.58216,                0.35863,                0.82301,              0.0061343,              0.0061343,              0.0061343
                     85,                0.62771,                0.39188,                0.84162,                0.76189,                0.56517,                0.63464,                0.48744,                0.58168,                0.35832,                 0.8229,              0.0060871,              0.0060871,              0.0060871
                     86,                0.62844,                0.39141,                0.84211,                 0.7621,                0.56721,                0.63445,                0.48707,                0.58148,                0.35822,                0.82279,                0.00604,                0.00604,                0.00604
                     87,                0.62445,                0.38951,                0.84038,                0.75986,                0.56788,                0.63391,                0.48682,                0.58098,                0.35793,                0.82267,              0.0059929,              0.0059929,              0.0059929
                     88,                0.62621,                0.38926,                0.84082,                0.75919,                0.56893,                0.63399,                0.48691,                0.58074,                0.35779,                0.82262,              0.0059457,              0.0059457,              0.0059457
                     89,                0.62599,                0.38961,                0.84157,                0.75828,                0.57047,                0.63441,                0.48664,                0.58062,                0.35747,                0.82259,              0.0058986,              0.0058986,              0.0058986
                     90,                0.62404,                0.38771,                0.84057,                0.75766,                0.57054,                0.63396,                0.48578,                0.58066,                0.35748,                0.82261,              0.0058514,              0.0058514,              0.0058514
                     91,                0.61944,                 0.3857,                0.83906,                0.76299,                0.56816,                0.63419,                0.48605,                0.58052,                0.35698,                0.82256,              0.0058043,              0.0058043,              0.0058043
